tweet	sentiment
Passend zur wahl am so RT @user Alles Infos zu “#servergate” – Polizei beschlagnahmt Piratenpartei-Server. ~http 	neutral
Apple ist der neue Smartphone-König - Finnen rutschten im Quartal auf 3. Platz ab. Samsung nun Branchenzweiter. ~http 	neutral
Technik der Zukunft ; wie sie sich Microsoft vorstellt:   ~http 	neutral
Zum #Plagiat Vorfall: Selbst der erste Absatz findet sich woander wieder. Schon dreist. ~http 	negative
"Rheinbergers ""Abendlied""; gesungen vom SWR Vokalensemble Stuttgart. Jetzt kostenlos herunterladen auf ~http "	neutral
Microsoft - Bing und Google; der ungleiche Kampf der Suchmaschinen oder was ist los mit Bing? - ~http 	neutral
Die Antwort für Microsoft ~http 	neutral
Das Foto Konijnenberg Kenner-Angebot: Die Sony DSC-HX5 Kompaktkamera diese Woche für nur € 199;00: ~http	neutral
Es ist traurig;wenn sich zwei Menschen einig darüber sind;dass sie nichts mehr miteinander zu tun haben wollen.	negative
Heute muss mal wieder ein Eintrag rein. Es ist ein geiles Gefühl wenn man auf den Knopf drückt und es 8 mal die Sek. Klack macht! Wahnsinn!	positive
Wiesbaden sucht einen Projektleiter im Microsoft Umfeld (m/w) ~http 	neutral
Wenn #Weihnachtsmänner #Glüwein trinken;....~http 	neutral
#Weihnachten #Gutscheine #Kanutour auf der #Fulda zum #Sofortausdruck bei KanutoursFulda ~http	neutral
Die Liebe ist mein Lebens-Navi	positive
ich hasse ich hasse ich hasse ich hasse wen auch immer; am besten alle !	negative
Endlich konnte ich meinen Schweinehund überwinden und mich an das Kleid machen... naja... ok... ich hab den Stoff zurecht geschnitten XD	positive
#Suche Visa für Strandshooting auf #TfP Basis. Bitte melden Please RT	neutral
Ich spiel grad Nintendo DS :D	positive
Wie viele Zugriffe müssen das wohl sein auf #gameone damit der Server einknickt?	neutral
"Tipp! Käthe #Kollwitz #Jubiläumsaustellung ""Paris bezauberte mich"" bis 30.Januar 2011 verlängert. ~http "	neutral
Zeigt her Eure Lieblinge - Parade 7 Woche ~http 	neutral
Finest-Electronic-Beats KLANGRAUM FM NÜRNBERG / FÜRTH 106;5 MHz - ERLANGEN 106;2 MHz KABEL DEUTSCHLAND 103;9 MHz - KA… ~http 	neutral
Zehn lustige Domainnamen ~http  #domains #seitennamen #seitenadressen #humor	neutral
Urheberrechts-Trolle in der Wikipedia ~http 	neutral
Ich ziehe um  ~http 	neutral
Irgendwas vom Rest? - Ja; genau! #Detailliebe #Domian	neutral
Post von heute 06 September 2011 ~http	neutral
Nacht durchmachen; weil ich eben angefangen habe einen 5-seitigen Bericht zu schreiben; den ich morgen abgeben darf. Na das wird n Spaß -.-	negative
Nintendo Fans aufgepasst. Eine frische Review zum bald erscheinenden Nintendo 3DS auf loveforgames.de &lt;3	neutral
Der Marketing im Sinne des Marketing... #TippfehlerThursday #fail  #Uni	neutral
Spieltag 33 Gesamtwertung:  @user 320 Pkt. @user  318 Pkt. @user 315 Pkt.	neutral
eBook-Reader Sony PRS-300 in verschiedenen Farben für 99;90 Euro bei Comtech ~http 	neutral
Zitat: Sagst du’s mir; so vergesse ich es. Zeigst du’s mir; so merke ich es mir. Lässt du mich teilhaben; so verstehe ich es. (China)	neutral
Morgen gehts vielleicht nach Hamburg :)	positive
Nichtraucher werden; ohne Entzugserscheinungen und ohne Gewichtszunahme. Das ist möglich! ~http 	neutral
MÜNCHEN: Psst! Heisse Ware aus dem Knast! Neu auf ~http	neutral
Frauen kann man doch echt nicht weiter trauen als man sie sieht ... schlimm sowas ...	negative
@KoelnFormat: Mein #eBay account feiert 10jähriges. Und euer so? Gute Frage; muss ich nachschauen. Gruß Frank	neutral
Entwicklung hocheffizienter Elektroden für die großtechnische Erzeugung von Wasserstoff aus regenerativen Energien ~http 	neutral
twittern auch leute; denen es schlecht geht? /via @user - Spannende Frage nach Qualität und Bedeutung der Sozialbeziehungen im Netz!	neutral
Apple verklagt Samsung auch in Südkorea - Vorwurf des Ideenklaus nimmt nun internationale Dimensionen an. ~http 	neutral
Heute Abend kommen etliche seltene Mikrofone auf den Reprotisch! #Robinsound	neutral
Premiere: 1. Verkaufsspiel in Wien. Start 16:00 Uhr im Hilton Plaza ~http	neutral
".@svp_wahlen_2011 Wahlversprechen hier unterzeichnen ~http  ""SVP ... fordert echte Entlastungen für Wirtschaft & Konsumenten"""	neutral
Guten morgen. Endlich mal ein guter start in start in den tag.	positive
Verkaufe einen Nintendo DS lite cobalt Blue mit cyclo ds Evolution für 200€ VB.(4 Monate alt)  ~http	neutral
Ach hab ich lust heute :___:	negative
Seid ihr am Nintendo 3DS interessiert? Morgen wird ein Artikel über den neuen Handheld veröffentlicht. Seid gespannt!	neutral
Ach was für ein schönes Video ~http 	positive
[Gerücht] Microsoft zeigt Windows 8 auf Samsung-Tablet: Schon in wenigen Tagen (am 13. September) will Microsoft... ~http 	neutral
Yahoo-Chefin per Telefon gekündigt. Hm ... dass dazu nicht das Internet genutzt wurde; zeigt Yahoos Niedergang ganz deutlich ...	negative
soo...um circa 10 uhr muss ich erst am bahnhof sein und kann demnach noch was chillen...:D	positive
gleich essen gehen; und dann ab nach frankfurt und von dort aus nach griechenland :)	positive
Audi balanced mobility - mit Wind erzeugtes e-Gas soll Audi antreiben ~http 	neutral
Twitter - lange vernachlässigt; aber es war einfach so viel privates los *G* ... Trotzdem viel gelesen in der Zeit siehe Blog ;)	neutral
+1;5 wodka!!!!!! Männer vergessen einfach alles!!!!	neutral
Ich bin gerade ~http  beigetreten mit 3 anderen Leuten und 2 auf Kamera.	neutral
Die #Piraten Friedenau werden auf dem Cranachstrassenfest vertreten sein; am Samstag; 21.05. ab 14 Uhr	neutral
Am Sonntag trifft sich um halb zwei der Arbeitskreis Öffentlichkeit wegen der Erneuerung der KjG Homepage und danach die PL =)	neutral
Liveshopping: adidas schuh bei Hervis statt € 90 um € 60; zu finden auf ORF.at (rechts); gratis versand	neutral
Super Wetter! Heute abend gleich mal noch ins #Freibad nach #Nagold ins kühle Nass!!!	positive
Schade; dass du gehst. Es war so schön; bevor du kamst.	na
Kaum gibzsnixim fernsehn sind alle online	neutral
Biathlon ist ja schön und gut aber hier zu rumzuschreien naja vllt sollte meine mutter mal zur waffe greifen	negative
nächstes jahr schicken wir mannymark und die atzen da hin dann kommt mal etwas krassere stimmung auf :D   #ardesc   #esc	positive
Ice Age 3 war echt lustig. jetzt muss ich erstmal koffer packen weil es nach hause geht	na
Sicherheitslücke auf Webserver der Schufa - heise online ~http   ´Saustall´ auch hier!	neutral
GERADE SITZEN!	neutral
für jeweils 800 Microsoft Points frei kaufen?! O_o	neutral
"‎""Immer mehr Senioren verschwinden spurlos im Internet; weil sie ALT + ENTFERNEN gedrückt haben"""	neutral
Kein #Wunder; dass die #Pilotenkoffer #Ladenhüter bei #ALDI sind. Sie sind unvollständig; denn es fehlen die #Piloten im #Koffer.	neutral
Donnerstag: Alle Websites sind wieder online. Probleme (hausgemachter Art) sind beseitigt.	neutral
Vergesst den Social Media ROI!  ~http 	neutral
in chronologischer reihenfolge; billy talent; deichbrand festival; blink 182; volbeat. bam. fuck you!	neutral
es ist unglaublich ich habe Mathe gelernt... schon fast erschreckend	positive
Blaulichtsteuer; Bräunungssteuer ... unglaublich; wie einfallsreich man in Deutschland ist! Immerhin darf man noch steuerfrei kacken	negative
Welche Katastrophe? @user Drei Jahre hattet ihr Zeit um solch eine Katastrophe nicht zu veranstalten. Peinliche Nummer! @user	negative
Warum beklagen sich eigentlich alle über den Herbst? Von wegen schlechtes Wetter und so. Ich liebe den Herbst. Ist die schönste Jahreszeit.	positive
Dann haben mir heute B-War mit Jugendstiel für das SESS zugesagt...ich freue mich riesig!	positive
Mein Gott... der volle Kontrast zum #Wetter Gestern.. Zwar Nass aber nicht all zu kalt.......	na
Ein schöner Praxisbericht über den Sinn von Controlling auch für kleine Betriebe:... ~http 	neutral
Nachdem es ja bei Gomez mit der Rechnung Gomez Avatar rein; Gomez Tore funkte; jetzt neuer Anlauf: Ama Avatar; Ama Tore; Klassenerhalt #SGE	neutral
ralf gib alles:D	positive
Was bitte schön ist das??? ~http 	neutral
Also plume ist im Moment echt nicht zu gebrauchen... #SlowAsAss	negative
offenbar gefällt es petrus; mich dabei zu beobachten; wie ich alle 43 minuten den wäscheständer rein/raus trage.	negative
der Deniz ist cool folgt ihn denizkoekden #ardesc	positive
Bin auf 'ner Party. Überall Chips und so ^^	positive
Ich fühl mich hilflos - bleibe stumm Sarkasmus wäre jetzt nur dumm.... #Japan #AKW	neutral
Du kennst Thienelt Echte Kroatzbeere nur aus Erzählungen? Dann wird es aber Zeit; dass auch du Thienelt Echte... ~http 	neutral
haut jetzt mit Ida Corres ordentlich auf die Scheiße ; muss mal wieder; ein hoch auf die Mäünner !!!!	positive
Boah; ich glaub ich esse diese Woche kein Fleisch mehr :( läßt stark nachdenken #deutschland isst #ARD	negative
#1: Samsung EB-K1A2BEBEGSTD Akku mit Gehäuserückseite für Galaxy S II: Samsung EB-K1A2BEBEGSTD Akku mit Gehäuser... ~http 	neutral
Ich werde den Blick senken; wenn #Schavan im Sommer #Nacktscanner präsentiert... wäre das nicht eher ein Modeljob? ~http	negative
Nix im Stiefel .... hätte ihn wohl doch vor die Tür stellen sollen.	negative
So.4 Tage studio mit der Band sind rum. Anstrengend wars. Aber sau geil. Wer ist der beste rapper in town. Koby. Grins	positive
Ich mag ein YouTube-Video. -- Fiesta Online - Gildentreffen Anfang April 2010 ~http	neutral
k 3 Herzinfarkte oder so. Man man man #Bayer macht mich fertig :/	negative
%VIVE TWITTER ~http 	neutral
Auch wenn ich wüsste; dass morgen die Welt zugrunde geht; würde ich heute noch einen Apfelbaum pflanzen.	positive
Eben über n neues Buch gewundert Toll was die sich einfallen lassen ~http 	positive
Wow; was für ein hübsches #Läufergadget! Die #Sport Watch von Nike misst irgendwie alles & besitzt noch ein TomTom-GPS: ~http 	positive
Herzlichen Glückwunsch Borussia Dortmund. Wir sehen uns nächstes Jahr auf diesem Kanal wieder ;)	neutral
Spruch der Woche: Nichts ist entspannender; als das anzunehmen; was kommt. (Dalai Lama)	neutral
Der Mohr hat seine Schuldigkeit getan: Olaf Ernst verlässt Springer: ~http	neutral
Guten Abend!	neutral
sooooooooooo! die kleine lisa geht jetzt auch schlafen! gute naaaaaacht!!! =)))	neutral
Du bist weg von mir und somit bleibt mir nichts.	negative
Internetauftritt von Bordell untersagt: Die rheinland-pfälzische Landeszentrale für Medien und Kommunikation (LM... ~http 	neutral
Derbe viel erledigt heute... jetzt noch ein Stündchen Sonne am Park Fiction!	positive
Guten Morgen liebe Twitterer	neutral
Der Herbst ist eine schöne Jahreszeit; einer meiner Liebsten ^^. Ich mag diese regnerische;nebligen Tage. #fall	positive
irgendwann schlag ich se ey xD	neutral
Leider nur für US-Bürger: Bitcoin Print Lab ~http  (via @user)	neutral
omg xD warten is unmöglich!!	negative
LIVE !!! MORGEN!! SAMSTAG WIRD EIN HAMMER!! AB UM 10 IM FUCHS UND ELSTER!! AB UM 2 IN DER WILDEN RENATE!! NICH VERPASSEN!! LUSTNLOVELOVESYOU	positive
Wer das liest ist blöd.	negative
ich möchte nach österreich. jetzt..	neutral
Italien; die Währung hier hab ich gehört; sind Lehrer. Habe 4 an Board; hoffe; das reicht	neutral
#guttbye; irgendwie fehlt jetzt was...; ach was; jetzt weiter mit Gaddafi und wie sie noch alle heißen...	neutral
"Positives Wort des Tages ""ANREGEND""; mehr unter ~http "	neutral
NurNoch6Tage 14Tage #Filme;#GamesAusleihen ~http  Habe ich selbst gemacht;ohneKosten;voll toll! ~http 	positive
Leute! Ist hier oben ein Platz. Mein Gehege war schon klein.	positive
Verrückt. Wie manche Droge einen zerstören kann. ~http  #drogen #fotografie	negative
Will gerade mit dem zeitraffer anfangen finde aber meinen Stativkopf nicht.	neutral
jetzt ist gerade wieder ne down phase..stress mit den eltern; also ich meine wer hat das nicht..ne? Aber irgendwann wirds zu viel..ganz klar	negative
Und ich arbeite weiter und weiter an meine Website. Ich bin schon recht zufrieden mit ihr; das Farbschema ist jetzt auch ganz ok.	positive
volle Kanne durch mdl.Prüfung gefallen. Kein Sprachfluß. Hallo; schomal was von Stausee gehört?	negative
jetzt aber schnell @user Jahresvorrat zu gewinnen! Werde Fan auf Facebook und nimm teil! #kusmi1year ~http 	neutral
"ich lebe angeblich in einer parallelgesellschaft. ""jetzt lass die soziale randgruppe in ruhe"""	neutral
Der alte Wildeshauser Bahnhof muss langsam renoviert werden  @ Bahnhof Wildeshausen ~http 	negative
Wochenende war produktiv! Neben diesen beiden 15kg+ fischen konnte ich noch 3 weiter carp´s bis 12kg auf der haben... ~http 	positive
#DieWahreTabelle: ~http  | Rückrunde & Form: ~http  \☺/ #AusschneidenUndEinrahmen \☺/ #Bundesliga #FCN	neutral
Was lernen wir aus der Sache mit MS uns Skype..! keine Macht  Microsoft und Appel lernt mit Alternative Betriebssysteme umzugehen	neutral
Petrow wird hoffentlich bestraft. Auch wenn das Schumi nicht viel nutzt.	negative
Yippiyayee! Über 2.000 (!) Restaurants bei Lieferheld! ~http 	neutral
freitags kein fleisch? was essen die dann? glühbirnen??#simpsons #katholikenspinnen	negative
Firwat schwätze de klenge Schmittchen eigentlech franseisch mat der Police? Kann heen eis Sprooch net?	neutral
Vorteil vom Home Office: Bei Web Seminaren Bier trinken...	positive
Ich hab getanzt; ich hab geweint; ich hab geschrien vor Glück.	positive
von unten nach oben; aus dem dreck ans licht; der löwe der strasse; wie phoenix aus der asche; ich flieg!	positive
Rockin Heaven is ein soooooooo geiler Manga &gt;__&lt; leider wirds neu aufgelegt und kann den Manga nicht lesen; also heißt es via Mangafox lesen	negative
zorolo verlost einen Samsung 3D-Fernseher; weil @user (~http  weiß; was Fans glücklich macht!	positive
Meine Selbstgespräche machen irgendwie nicht so viel Spaß; wenn Mama mit im Zimmer sitzt und mir antwortet.	negative
Lena hat mich geflashed &lt;3 #ardesc	positive
Die angenehm zarte Reinigungsmilch ist wieder da: ~http	neutral
Der/Das Blog. Hauptsache; man hat mal drüber gebloggt. Und nat zuhauf kommentiert ~http  /v mehrwertzone cc @user ;-)	negative
So!Ich hab zwar gestern nix verstanden...aber naja los gehts ab in den neuen Tag!	neutral
Als Schalker kennt man diese Situation wenigstens schon #ger #s04	neutral
"Buchtip des Tages: Alan Baklayan:""Parasiten-Die verborgene Ursache vieler Erkrankungen"" sehr lesenswert!"	neutral
Kauder versucht jetzt gerade Märchen zu erzählen. #CDU	neutral
Ich mag ein YouTube-Video. -- Rauchbombe :D ~http 	positive
Sommerschüchen!!! (@ Audi Zentrum München) ~http 	neutral
Yippieh - jetzt zur Aftershow!!:)	positive
"Abmahn Abzocker immer dreister: Lizensgebühr für ""ABI"" ~http "	negative
Endlich Schnuppi ist wieder da und ich kann mit ihr schreiben	positive
Baretto verschießt.	neutral
Also so gings mir bei 24 Stunden fahrt gut ! ~http 	positive
Wie die Zeit vergeht; wenn man Spaß hat.	positive
/  \   /    \  /       \ /_____\ |          | |        _| |____|_|  Nur bedingt zu empfehlen: @user  #ff	neutral
Ich war gestern frech und muss heute vorsprechen beim Chef.	negative
M4 hatten einen erfolgreichen Tag bei CiTi TV Saarbrücken und Radio Pirmasen! Morgen mit Monrose bei Stars on Stage in Pirmasens; 21.00 Uhr!	neutral
Ich rede mit meinen Auto wie David Hasselhoff; doch mein Audi A6 will mir nicht helfen! ;D	neutral
So genannte Ehrlichkeit ist manchmal nur versteckte Grobheit.	negative
WM Südafrika 2010 - Wer möchte hin?Registriere Dich jetzt und nimm exklusiv am WM Gewinnspiel teil!~http	neutral
Heute Nacht in Liebstedt nem funkelnagelneuem Audi A4 alle 4 Reifen geklaut und Auto aufgebockt.Von wegen Ruhe aufm Dorf..	neutral
dass du keine andern Sorgen hast; @user :)	negative
Drei Bazillen einer Frau unterhalten ~http  die Erste: Ich leb im Mund; da kommt jeden Tag zweimal ...~http 	neutral
Unser kleiner Engel (Bendicta) freut sich TÄGLICH auf Eure Stimmen beim Fotowettbewerb. Danke ~http 	positive
Psst... noch nicht weiter erzählen. ~http  ~http 	neutral
sprint! ich will das sprintfinale der männer endlich sehen!!	positive
"Hurra das Ebook zu ""Lügenwahrheit"" ; dem Mobbing-Krimi ist da: ~http "	positive
Arbeitswoche - der Wort gewordene Schlag in die Magengrube.	neutral
Ich will sportlich glatte Beine und bei @user die Nintendo Wii und den Braun Silk-épil 7 Dual #gewinnen!	neutral
#SDP - Kontrastprogramm am 10.12. Wird des Fett!	positive
Wirtschaftsminister Rainer Brüderle kann von mir aus nach Fukushima auswandern. Ist ja nicht so schlimm da….	negative
Die schönsten Ideen zum Garnieren & Verzieren für jeden Anlass - von . - Naumann Und Goebel. ~http 	neutral
Was habe ich heute gelernt: Wie meine Kipp-Funktion an meinem Schreibtischstuhl an mache. XD	positive
Immernoch auf Callejon warten xD	negative
Erster Tweet vom Samsung Wave :D	positive
Bin wieder zurück aus Hamburg City! :)	neutral
Wenn auf dem Microsoft Stand irgendwo Stau ist; dann vor dem Office Kino. Carolin hat sich für unsere nächste Folge... ~http 	neutral
Judtih Merchant ist jetzt angereist und von ihrer Krimisuite ganz hin - und - weg! Unsere Gäste sind schon ganz... ~http 	positive
guckt grad den schlechtesten animierten film EVER :D :D	negative
Filmliebhaber aufgepasst! Nike versteigert McFly's Schuhwerk in Neuauflage für einen guten Zweck! ~http	neutral
Was ist Microsoft Works? Ein Widerspruch!	neutral
So; war ganz schön erschöpft - jetzt: Mein dritter Tweet!!!	neutral
So; ich geh jetzt wählen! =) Wen wird nicht verraten =)	neutral
aarrrghhh...ich seh nur noch kartons und müllsäcke...rettet mich!	negative
Social Media Fail: Von Fehlern lernen | MaWoGo GROUP ~http 	neutral
BlackBerry Enterprise Server 5 hat mir gerade fünf Stunden meines Wochenendes geklaut! Danke #RIM	negative
man... warum kann Baby nicht wenigstens das Princess Drop von der Sale Seite nehmen? Hab mich eben schon wieder grundlos gefreut -.-...	negative
Putty is geil ... 3 Verbindungen abgebrochen ... hauen die 3 Teile meinen i5 auf 100% Auslastung ... wtf! #putty #fail	negative
was soll das denn jetzt heißen	negative
Ein vorverlegter #ff damit er wieder mehr twittert an @user :D also meine Lieben; folgen; folgen; FOLGEN!!!	positive
Wehe; der VW Wolfsburg holt ›meinen‹ Hans Meyer ... ☹ #FingerWegVomFeuerwehrmann	neutral
bin schlafen; leute. gute nacht&lt;3	neutral
Busfahrer muesste man sein. Da wird man von der Leitstelle vor Blitzern und Radarfallen gewarnt ;) #Frankfurt	positive
Ne Stunde schlafen; dann nen guten EIndruck machen &amp; dann in die Stadt! :D	positive
Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Christina Aguilera Nati... ~http 	neutral
Grade CS gehabt kurz vor dem Erguss kackt mir Skype ab ich werde Microsoft anzeigen!!	negative
Hier fließt der Mozzarella in Strömen.	positive
Leb zieh dich warm an wir kommen und rocken dich platt @user wird gemacht ich tanz für dich mit ;)	positive
Früher konnten mich nur ein paar Nachbarn nicht leiden. Seit ich bei Twitter bin; hassen mich Menschen aus aller Welt.	negative
UFFIE UFFIE - wäre ganz nice so	neutral
Nicht jeder kann immer der beste sein - heute bin ich's :)	positive
macht weiter mit: ~http  der superpoll zur #ahrens-affäre in der #lehrter kleinstadt. wozu der #obi die menschen bringt	neutral
schlafen...xD	neutral
ich werd jetzt schlafen gehn.. guuuuten nacht.. (:	neutral
Kein Aprilscherz! Bis Sonntag; 03. April 2011 nur 2;50 Euro Versandkosten bei Kotte & Zeller. Mehr unter ~http 	neutral
bei dem wetter kann  man ja nur OC Lieblingsfolge Regen gucken; nenene	negative
‎1. Urlaubstag: nuja mal schauen mieses weTTer erstmal zocken und kaffee trinken dann weiter schauen nachmittag bissl mit mausi sein &lt;33333	positive
Aha... iPhone und handschuhe funktioniert nicht #manlerntnieaus	neutral
343 neue Tweets? Mehr nicht? Muss mal mehr followen :3	neutral
Neuer Auftrag: Falterchaos [W1] - ~http 	neutral
Neuer #Computer-Schädling braucht keine #Sicherheitslücke; um sich zu verbreiten - ~http 	neutral
Grausiger Fund in Mexiko: Sechs Tote werden nach einer Hinrichtung in einem Stadion aufgefunden.Foto: dpa bildfunk	neutral
Sie schreibt; liebt Sci-Fi und die Katzen; mit Ihr gibts immer was zu schwatzen #FF_@HannaJulian	positive
(zitat) Edward aus Twilight ist kein Vampir! er isst keine Menschen; er lebt im Wald  und er glitzert... Edward ist eine Fee!	neutral
Dominic in Inglitsch und sein Schummler; I like!! ~http 	positive
Jetzt muss ich die ganze Zeit Cartoons gucken; damit sich die Obdachlosen Kinder nicht langweilen	negative
Im letzten Adventstürchen verstecken sich 10 MNY LEs  und eine Nintendo Wii plus Dancing Stage / Hottest Party ~http  =)	neutral
Meine Mutter meint ich soll mir die Haare blond färben. Sie werden rotblau! *o*	neutral
Mein neues Soloprojekt VOM LEBEN GEZEICHNET gibt es ab sofort auf ~http  zum kostenlosen Download! Herunterladen und lieben ;)	positive
"Schatz; schläfst du schon? - ""Ja; sie schläft schon. Gruss Peter"""	neutral
Schöne Entlassungsfeier; nun Abi-Zeugnis in der Hand und später auf dem Weg zum Hurricane	positive
Naja; wenn Gutenberg nicht mehr Doktor ist; ist es nur fair; dass ich jetzt Bachelor bin; oder?	positive
Dann können @user und @user ihre Propaganda-Accounts ja jetzt auch löschen; oder? #ltwsa #ltw2011 #lsa #NPD #verhindert	negative
Wahlergebnisse schau ich auf ZDF immernoch viel lieber ;-)  Die FDP in einer Ampelkombi wäre nicht sonderlich prickelnd...	neutral
So Formel 1 am Sonntag hat ein Ende - und was für eines!	neutral
Das mit dem Liebeskummer vergeht wieder. Der Schmerz ist jetzt nur so groß; damit du schneller vergisst; wie schön deine erste Liebe war.	positive
Liebes Motorlämpchen da bist du ja schon wieder? Du magst mich ? Ich ignorier dich weiter ! #Fail #Peugeot	neutral
Haarband; Adidas Jacke und Zahnspange :D:D:D  iloveu	neutral
Der Herzbube und Berlin schienen das gleiche Ziel zu verfolgen; das Finden von Marlov. Und ich war eine Marionette in einem dreckigen Spiel.	negative
Googolopoly... wer baut sein Googleplex auf Microsoft und Yahoo? Wer bleibt im 404 Error hängen?  ~http	neutral
Herzlichen Glückwunsch Daniel Schuhmacher! ~http  - eigener Song mit Gänsehautfeeling:)	positive
Junge Hunde sind wie Kollegen. Wenn sie mit besonders glücklichem Lächeln in den Raum traben; haben sie Dir heimlich wo reingeschissen.	neutral
Gleich..ähhh..wiedeer bei Cinni ;D	neutral
begrüßt ganz herzlich Andrea Meyer - Willkommen!	positive
Habe Gruppen-Ex von Steffi von Wolff zu Ende gelesen und 5 Sterne dafür vergeben; klasse! @user ~http 	positive
Kindergeld doppelt kassieren = Steuerhinterziehung ~http 	negative
Sehr; sehr traurige Lebensgeschichte. ~http 	neutral
heute cocktailtrinken in der leipziger city ;)	positive
gute nacht welt!	positive
Freude: Samsung Galaxy Tab - die Vorserie verspricht eine Alternative zum IPad ~http 	positive
Exklusive Kreuzfahrt-News des Tages: MSC MAGNIFICA fährt 2013 ab Hamburg! ~http 	neutral
Flash Banner an sich sind ja schon wiederlich; aber dann auch noch mit Ton und autoplay?	negative
Flensburg im Schnee und Eischaos und dazu der richtige Song zum Fest ~http 	neutral
weiße fingernägel sind der shit.. xD xD	negative
Sorry für 1 Sekunde Unprofessionalität. Aber Apple vs. Samsung vs. Google vs. Nokia vs. Microsoft vs. Lodsys vs. PayPal fängt an zu nerven.	negative
Klassisches Festivalwetter in St.P. #frequency ~http 	neutral
Das Samsung Galaxy Ace als MiFi hat was.	neutral
Unsere neue Homepage ist online! ~http  Wir freuen uns über Ihr Feedback!	positive
"Vielen Dank für das KonFerenz-Special von der Podfee Annik Rubens zum Digitalrelease von ""In Flagranti""! ~http "	neutral
guten morgen zusammen ersma ;-)	positive
etwas zum Träumen  ~http 	positive
Stallon rief sie und sie kamen. Dieser Film verspricht ein richtiges Actionfeuerwerk zu werden. ~http 	positive
Sonne = Chillen; Chillen = Entspannen; Entspannen = Twittern	positive
endlich gibt es knackige URL's für Xing; schick auf Visitenkarten und Signaturen etc.. schnell die Eigene sichern !! ~http 	neutral
Ich habe 20 Millionen Franken für Dro... ausgegeben. Ich habe meinen Audi R8; mein Flugzeug und mein Haus durch die Nase gezogen. ;-)	neutral
Ich glaube ich jetzt funktioniert das mit dem Internet	neutral
Dieses Video musst du dir ansehen! -- Hitler gegen Microsoft - Linux! ~http  via @user unbedingt anschauen !! ^^	neutral
Am Ende der Microsoft PK dieser monströs wirkende Teaseranfang. Aber dann die Ernüchterung....Nur ein Halo	negative
Gedichte-Freude:    Manfred H. Freude ~http 	neutral
Kultur-Tipp: Täter auf freiem Fuß! Sammel Hinweise am #Tatort und finde den Bösewicht; beim Live-Krimi in #Hamburg! ~http 	neutral
Suuper: Postit-Motivcontest an Bürofenstern ~http  /v @user	positive
#Guttenberg An alle Doktoranden TK hat euch doch gutes getan ab jetzt werden die Dr-arbeiten sicherlich genau geprüft	neutral
Und weil ich genau WUSSTE; dass @user gleich online kommt; bin ich noch nicht im Bett; nämlich.	neutral
Wie oft hab ich den schon gesehen und nur Paris Hilton erkannt?! -.-	neutral
Neuerscheinung und gleich die Nr. 1: LuuBooks Libreka E-Books und ~http 	neutral
Mom abholen :) (@ Oldenburg (Holst) Bahnhof) ~http	positive
Nachdem der Sommer am Sonntag ja wieder ein Sommer werden soll feiern wir heute Abend unseren elektronischen... ~http	positive
Erstmal meinen Schreibtisch umräumen hier =)	neutral
Nein Mann; ich will noch nicht gehn'; ich will noch 'nen bisschen tanzen!	neutral
Benward ;)	neutral
New from Kitejunkie.com KLB Meisterschaft 2.Lauf ~http  by Moritz	neutral
tschöss isch das widr schnäll umegange..	na
Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Despicable Me -  Agnes HD ~http 	neutral
schön das es lan-kabel gibt; die gefühlte 10m lang sind!	positive
Wobei Appel meiner Meinung auf den besten Weg ist ein 2 Microsoft zu werden	neutral
Endlich halte ich iPad in den Händen. 5 Tage zu spät; danke #TNT	na
Gute Idee. Würde glaub' ich nichts nützen. RT @user @user (Elternteil? Hm; hört sich irgendwie nach Zerstückeln an.)	na
steht auf den Werbespot Song von Adidas Originals --&gt; Madcon - Beggin!!! ~http 	neutral
Wenn Justiz und Gesetzgebung die #Mediation wirklich wollen; sollte so etwas hier eigentlich nicht sein: ~http 	neutral
Sehr schön: Worst Case ist keine Wurstkiste! ~http	neutral
...werde heute mal ein wenig entschlacken. Der #Apfelwein ist schon kalt gestellt.	neutral
s git kei schlächts wätter; nur schlächti kleidig. schints	neutral
Da hab ich aber eine schöne Hilfe ~http 	neutral
Anschreiben ;*	neutral
Schön beim Bäcker gefrühstückt. Kalter frisch gepresster O-Saft is auch ne feine Flüssigkeit.	positive
wärmt sich in ihrem gemütlichen zimmer auf :)	positive
yoga und blauer himmel!	neutral
So nämlich.	neutral
#Karlsruhe wird zur Nerd-Zone! ~http  (via @user)	neutral
Serial Dad; erster Film heute; war bis auf das Ende gut. Leider hat das Ende den Film durch wirre Präsentation und Inkonsistenz abgewertet.	negative
Kann man immer noch nirgendwo FÜR Klimaerwärmung unterschreiben?! Ich hab die Schnauze voll vom Schnee!!!	negative
Ist meine Timeline eingeschlafen?	neutral
as heißt der sieht 'so' viel besser aus?:O ich hab den irgentwie nch garnicht richtig gesheen...:O	neutral
OMG @user hat einen Transvestiten im Schlafzimmer!! XD	neutral
Mein neuer lieblings #flighttracker :  ~http	positive
My Bloody Valentine ist besser; als ich dachte: ~http 	positive
Läck isch das geil mit em Pampersbomber Audi im Schnee z'fahre. #Understatement :P	positive
Ich bin mir sicher es ist leichter mit merkel zu sprechen als mit jemandem bei der tickethotline #s04	negative
