ID,Stance
"@Need2bfree1 @Joerg_Meuthen Ich möchte nur ein paar Vorschläge von Herrn #Meuthen hören, die nicht auf Konfrontation mit Nachbarn in der EU abzielen, weil er sich hier so hämisch über die Abfuhr von #Seehofer freut. War abzusehen, aber ich hätte es Seehofer gegönnt hier einen Erfolg zu erzielen.",negative
Mit Dr. Meuthen hat die AfD der umlagefinanzierten Rente  den Kampf angesagt. Die Versicherungskonzerne stellen den Sekt kalt und die Pflichtversicherten Arbeitnehmer warten auf die Rente bis zur Urne. Schert Euch doch zum Teufel.,negative
Ich mag das @YouTube-Video: https://t.co/c2ksjJaKau Rede von Prof. Dr. Jörg Meuthen beim 9. AfD-Bundesparteitag in Augsburg 2018,positive
AfD - Prof. Dr. Jörg Meuthen - Bundesparteitag in Augsburg https://t.co/XuMRS6iYQqTolle realistische Rede über die Medien in Deutschland von Hr. Meuthen,positive
,negative
"AfD - Prof. Dr. Jörg Meuthen: ""Es gibt mit Frau Merkel keine Lösung"" https://t.co/0Mida1MmSJ via @YouTube",positive
,negative
"Was nu H. AfD Meuthen?🇺🇸Modell? Brutto = Netto? Der AG zahlt weder GKV noch GRB?Jeder AN ist seiner Kranken- Rentenversicherung eigener Schmied?Alles Privatisieren? Die Nutznießer wären dann die Banken, Pensionsfonds, Versicherungen! Ein Crash! &amp; tschüss Altersversorgung!🤓 https://t.co/7BxiAEzvEs",negative
@PeterSchaftner @Joerg_Meuthen Die Aussage von Meuthen ist eine andere.,neither
Hörte euch die Rede an und dann stellt euch einen Moment lang vor das #Meuthen der Bundeskanzler der Bundesrepublik #Deutschland🇩🇪 wäre. 😎#AfD #AfDBPT https://t.co/RrsUBwbtU2,positive
,neither
.#AfD Prof. Dr. Jörg #MeuthenDer Europäische Gerichtshof hat um Längen mehr Glaubwürdigkeit und Relevanz als dieser rechtsextreme und extrem raffgierige Stammtischbruder.  😉 https://t.co/vNO3VmO5Zz,negative
@Joerg_Meuthen @noz_de ich könnte mir dr. meuthen sehr gut als Kanzler der brd vorstellen,positive
"So sehen Meldungen aus, die in diesem Land etwas bewegen können:»AfD-Chef Meuthen will gesetzliche Rente abschaffen« https://t.co/brgCZodBV3 via @TOnline_News #AfDBpt #AfDParteitag #AfDBPT18 #AfD",neither
,negative
Retweeted Prof. Dr. Jörg Meuthen (@Joerg_Meuthen):Guten Morgen 🇩🇪!Professor Patzelts Analyse des Merkel-Seehofer-Deals gestern bei  #Hartaberfair (wie üblich ohne #AfD-Beteiligung - warum sollte man auch den... https://t.co/GjekEzsPdo,neither
"++ Pressemitteilung ++  Prof. Dr. Jörg Meuthen zur Kanzlerinnendämmerung ++Nie zuvor war der Rücktritt von Angela Merkel so nah wie heute. Inzwischen wenden sich sogar weite Teile der CDU gegen sie, weil... https://t.co/raUg4Td6og",positive
"@Joerg_Meuthen @AfD Jörg, schon mal unsere #Verfassung gelesen? Unabhängigkeit der #Jusitz ein Begriff? Und sowas sitzt im #Bundestag, unfassbar. #NoAFD #GegenRechts",negative
Ich mag das @YouTube-Video: https://t.co/Ke0biACxTr AKTUELL : REDE PROF. DR. JÖRG MEUTHEN AM 31.MAI IN REUTLINGEN /,positive
"@machtjanix23 @AndreaSchlegel3 @Terzia82 @StefanKlensch @AfD @Beatrix_vStorch @Joerg_Meuthen Nein, es ist ein unbestreitbarer Fakt!Wenn ich die Zugehörigkeit zum Bundestag am Verhalten in demselben festlegen müsste, hätte ich keine Sekunde zu überlegen, wer dort definitiv gar nichts zu suchen hat. Das ist im Vergleich zur AfD eine gänzlich andere Liga.",neither
Prof. Dr. Jörg Meuthen (AfD) - zur Unersättlichkeit der EU ... es gib ja... https://t.co/RZdTGV9FDe via @YouTube,positive
"@Joerg_Meuthen @robert_farle Dieser menschenverachtende Grind beweist wieder einmal: Meuthen ist die professorale Ausgeburt der Scheiße. Und da er Prof ist und damit gebildet genug, um zu wissen, was er tut , sollte man sich nicht schämen, dies auch kundzutun.",negative
Ich mag das @YouTube-Video: https://t.co/2gbqPZTr2y Rede von Prof. Dr. Jörg Meuthen AfD auf dem Kyffhäusertreffen 2018 https://t.co/2gbqPZTr2y,positive
,neither
#AfD Besser als Meuthen kann nicht das Grundsatzprogramm mit seiner Zerschlagung des Sozialversicherungssystems erklärt werden. Und die AfDler beklatschen es. 🤣🤣,negative
Interview mit Prof. Dr. Jörg Meuthen auf dem AfD-Bundesparteitag in Augs... https://t.co/upDhrdSbag via @YouTube,neither
"Lieber @Joerg_Meuthen,  das EU-Parlament hatte 2017 ein Gesetz verabschiedet. Bis 30 Personen dürfen zu einer sog Ankerperson ohne Nachweis auf Familienzugehörigkeit einreisen. Wissen Sie zufällig, wann genau der EU-Rat das Gesetz absegnet?",neither
Prof. Dr. Jörg Meuthen AfD: Deutschland steht vor einer erneuten muslimischen Masseneinwanderung. 22.06.2018 https://t.co/T6q3F872YR,positive
@Joerg_Meuthen Zeit fuer Alice Weidel!!!! 👍👍👍👍,positive
I added a video to a @YouTube playlist https://t.co/Ylo0X1EXmc Prof. Dr. Jörg Meuthen AfD: Deutschland steht vor einer erneuten,neither
,positive
"@Joerg_Meuthen Bereite dich schon mal auf die Meuthen-Dämmerung vor, die ist sehr viel wahrscheinlicher ... https://t.co/EahB8eWOAn",negative
I added a video to a @YouTube playlist https://t.co/BWuH7s6kvx AfD - Prof. Dr. Jörg Meuthen- -Merkel und Macron führen Europa in,neither
Rede von Prof. Dr. Jörg Meuthen auf dem Kyffhäusertreffen 2018 https://t.co/ZV4DbULsv7,neither
Ich mag das @YouTube-Video: https://t.co/ipYGEprLHX Prof. Dr. Meuthen AfD: Die EU will mit Steuergeldern viele bunte Broschüren,positive
@Chat_Atkins Danke fűr die Info aber Schweiz ist das dann nicht was Meuthen will @afd,neither
Ich mag das @YouTube-Video: https://t.co/Txr7KL8dlk Interview mit Prof. Dr. Jörg Meuthen auf dem AfD-Bundesparteitag in Augsburg,positive
"@AfDBerlin @Die_Gruenen @Joerg_Meuthen @Beatrix_vStorch Das ist so nicht ganz richtig, denn Herr Meuthen war erst der 3te Nachrücker nach Frau von Storch.Wie er auf die Liste gekommen ist mag demokratisch sein, aber seine Doppelbezüge bis zum Wechsel waren es ganz sicher nicht.",negative
Hochzeit in Baden - AfD-Chef Jörg Meuthen heiratet Parteimitgliedhttps://t.co/HO4cpjToeoÜber meinen Google-Feed geteilt,positive
"@Joerg_Meuthen Und während Herr Meuthen versucht, daraus ein Quantum politischen Profit zu schlagen, merkt er gar nicht, dass er selbst ein Dominosteinchen ist. Ein braunes...",negative
".Wie wär's mit ""Leichenfledderer""? - Prof. Dr. Jörg #Meuthen, #AfD https://t.co/xWe31fsScW",negative
#AfD-Parteitag: #Meuthen will gesetzliche #Rente abschaffen! https://t.co/ahQkxXrqTq #Altersvorsorge #Sozialpolitik #Neoliberalismus #Rechtspopulismus,negative
++ Bitte teilen: Prof. Dr. Jörg Meuthen zur Kanzlerinnendämmerung ++  Nie zuvor war der Rücktritt.. https://t.co/q5kUUlRbRU,positive
Welche der beiden #Populisten bejubelt er denn? Die Linken oder die Rechten? Oder sind's beide ...#Meuthen #AfD https://t.co/Wka9hKUj9g,neither
"Prof. Dr. Jörg Meuthen zu Gast bei den Alternative Homosexuelle - AHO, Teil 3 unserer Gedenkveranstaltung am 19.06 2018 in Essen https://t.co/2A88CaJKkq",neither
"@AZ_Augsburg @Joerg_Meuthen #Meuthen sagt:„den freien politischen Diskurs zu behindern, die Meinungsfreiheit zu beschädigen und die politische Arbeit von missliebiger Konkurrenz auf allen möglichen Wegen zu erschweren“Lachhaft in Anbetracht der Blocklisten der @AfD hier auf Twitter.",negative
"@PFEIFENKOPP @r_deutsche @Joerg_Meuthen Ich wünsche mir von Meuthen und Co. auch mehr Unterstützung, für unsere Demokratie, für Menschlichkeit gegenüber allen Menschen, für gesellschaftlichen Zusammenhalt, für die Vereinigten Staaten von Europa und bestimmt noch einiges mehr. Ich kann ja einstweilen weiter wünschen.",negative
"@Joerg_Meuthen Sehr geehrter Herr Prof. Dr. Meuthen, Sie wissen bestimmt wofür GroKo steht (Großes Kotzen) und das S von der SPD steht für Scharia. Meine Prognose, spätestens 2025 übernehmen Sie das Ruder, Waidmannsheil !!!",positive
"@Joerg_Meuthen Es tut mir wirklich Leid Herr Prof. Dr. Meuthen... aber bitte erklären Sie mir doch den Zusammenhang zwischen einem Tempolimit und Sozialismus - und zwar langsam. Ich als Bürger, checke das nicht. #AfD #Tempolimit #EU #ohnesinnundverstand",negative
"Retweeted Prof. Dr. Jörg Meuthen (@Joerg_Meuthen):Offenbar entscheidet mittlerweile der Staatsfunk, welche im #Bundestag  vertretene Partei ""etwas Wesentliches"" zu einer 📺-Diskussion beitragen kann.Zeit für... https://t.co/tUxH1DdIlU",positive
Retweeted Prof. Dr. Jörg Meuthen (@Joerg_Meuthen):++ Die Bilanz des skandalösen Asylbewerber-Aufruhrs von #Ellwangen! ++Ans Licht gebracht wurde diese ungeheure Summe übrigens durch eine kluge Anfrage... https://t.co/v8ZfgokMRx,positive
"Alexander Gauland, @Joerg_Meuthen &amp; @Alice_Weidel:❝Der erschütternde Auftritt von EU-Kommissionspräsident #Juncker hat deutlich gemacht, dass er offensichtlich nicht mehr in der Lage ist, sein Amt mit voller Kraft auszuüben.❞#AfD #NatoGipfelℹ️ https://t.co/j1XgLkb0mR https://t.co/jYC3yYRR53",negative
"Prof. Dr. Jörg Meuthen: Verträge mit GEZ-Medien kündigen, Zwangsbeitrag ... https://t.co/xGFuVtbztn via @YouTube",neither
,neither
"@Joerg_Meuthen Und es geht weiter, dass nächste Schwarz-Weiß-Foto von Prof. Dr. Meuthen. Es bleibt wohl nicht beim ""Einzelfall"". Aus Frustration habe ich eine Flüchtlingsunterkunft nach Ihnen benannt, hoffentlich lernen Sie dann endlich aus Ihren Fehlern.",negative
,negative
"Prof.Dr. Jörg Meuthen AfD: ""Transitzentren sind Schaufensterpolitik "" https://t.co/hiOPfQKd6H",neither
Hallo @ingneu1 Herr Meuthen möchte übrigens an deine Rente. Er meint die Leute sollen doch eigenverantwortlich handeln und man müsse weg von den staatlichen Leistungen.Mit einer Stimme bei der #SPD würde DAS nicht passieren.Viel Spaß noch.#AfD #Rente #keineRente,negative
,negative
"Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: https://t.co/9KrzUCALbA AfD - Prof. Dr. Jörg Meuthen: ""Es ist",positive
"@pip_news Es gibt nur einen AFd- Abgeordneten - aber ja, es wäre interessant zu wissen, wie Herr Meuthen abgestimmt hat.",neither
"Prof. Meuthen (AfD) ""Masterplan"" ist Showeinlage der CSU-Heißluft-Helden... https://t.co/6YRx0sPAIW via @YouTube",neither
Prof.Dr. Jörg Meuthen AfD. Die Integration der Türken in Deutschland ist gescheitert. 26.06.2018 https://t.co/9xHVCSft62,positive
"@Joerg_Meuthen Herr Meuthen, bei der wagnerschen Götterdämmerung - auf die Sie anspielen - geht nicht nur Wotan (hier Merkel) unter, sondern alle Götter. Nur Hagen bleibt - der Mörder ihres Helden Siegfried.",negative
Gibt es dazu schon eine Position der AfD-Europaabgeordneten? @Joerg_Meuthen https://t.co/Oo801cKfXG https://t.co/oZCrFjMwhK,neither
"Ich mag das @YouTube-Video: https://t.co/GMVfYpfjng Dr. Meuthen (AfD): Der Deutsche ""Rechtsstaat"" weicht zurück!",positive
"Ihre Worte in GOTTES Ohr, sehr geehrter Herr Prof. Dr. Meuthen @Joerg_Meuthen https://t.co/iTOQzp0DI6",positive
"Ich mag das @YouTube-Video: https://t.co/9KrzUCALbA AfD - Prof. Dr. Jörg Meuthen: ""Es ist Merkel-Dämmerung""",positive
Sozialpolitisch ist #Meuthen anscheinend gefährlicher als #Höcke. #AfD #AfDBpt,negative
,neither
"@KreuzAcht @Gegen_die_AfD Bald schafft die AfD den #Meuthen ab, weil er den nationalen und sozialistischen Weg gar nicht mitgehen kann. Diese Art von nützlichen Idiotien verstehen nie. Nur wollen sie später dann nichts damit zu tun gehabt haben. Doch, #Meuthen: Geh nicht mit einer Nutte ins Bett!",negative
Jörg Meuthen über Seehofers Revolte gegen Merkel: https://t.co/U0gsYLRJGw,neither
"AfD - Prof. Dr. Jörg Meuthen: ""Erdoğan lacht sich vermutlich ins Fäustchen"" https://t.co/RpZjRpVkRx",positive
"@Joerg_Meuthen @Schneider_AfD Herr Prof. Dr. Jörg Meuthen, wenn sie wissen wer der Täter ist, dann sagen sie es doch einfach. Es gilt in D die Unschuldsvermutung. Ja es ist manchmal schwer, aber diese Grundsätze unseres Rechtsstaatlichen Zusammenlebens müssen akzeptiert werden, besonders von ihnen.",negative
@AfD @Joerg_Meuthen Ich könnte mir Herr J. Meuthen sehr gut als Bundeskanzler vorstellen. 👍Pro #AfD - Support Schweiz 🇨🇭,positive
#Meuthen will die gesetzliche Rente abschaffen und #Komning ist der Meinung dass die #afd  eine sozial gerechte Partei ist. #mirvergehtdaslachen #esreicht #noafd https://t.co/nCrcgBLdAN,negative
Wieder Top Besetzung bei #illner im Staatsrundfunk.  Hier fehlt ganz klar Dr. Meuthen von der #AfD,positive
"@Joerg_Meuthen @AfD Ja, Herr Prof. Dr. Meuthen, ich befürchte es. Irgendwann müssen wir das Land verlassen oder wir landen in Reservaten.",positive
@Joerg_Meuthen Wir brauchen einen neuen Bundeskanzler. Sie Herr Prof. Dr. Meuthen wären eine gute Wahl.,positive
Was hat Prof. Dr. #Meuthen gefrühstückt?A) Eine mit Durchfall gefüllte Yogurette?B) Kichererbsenmus mit LachgasC) Vier Knallfrösche mit Creme Nivea#Lifeline #AfD #noAfD https://t.co/3bAMibcJIP,negative
"Prof. Dr. Jörg Meuthen: Es ist keine Lösung, es ist die Simulation einer Lösung https://t.co/9aHYPyzCfg https://t.co/hmWqPjLB5J",neither
@tagesschau Danke Neoliberale! Und Meuthen von der afd will die Rente gleich ganz abschaffen. 🤮 Den antisozialen Schurken bei uns im Land muß endlich Einhalt geboten werden!,negative
Pro-Tipp: Nur vom Ausländerhass kann man im Alter nicht leben... AfD-Parteitag - Meuthen will gesetzliche Rente abschaffen https://t.co/nsm3YeInVP,negative
,neither
"@Joerg_Meuthen Und wann ziehen Sie Ihre Konsequenz? Hetzer wie Sie, Herr Meuthen sind es, die Deutschland‘s Ruf in Europa und in der Welt zerstören.",negative
"@Joerg_Meuthen Sehr geehrter Herr Prof. Dr. Meuthen, Ich möchte Ihnen generell für Ihre Arbeit danken, stellvertretend für alle anderen und wünsche Ihnen weiterhin viel Kraft und Mut!",positive
"Wie dämlich bist Du eigentlich?- @AfD-Meuthen will die gesetzliche Rente abschaffen und privat über Versicherungen abwälzen. Bei Minuszinsen also weniger Rente als je eingezahlt wurde.- Wir haben keine Wohnungsnot, sondern horrente Mieten.- Der C02-Ausstoß ist global zu sehen. https://t.co/xYGotrxYLf",negative
"#CANABBAIA: Lieber Herr Prof. Dr. #Meuthen: Nicht jeder ist ein Vollidiot, nur weil er nicht VWL studiert hat! https://t.co/GdnSB5ZcaTTextauszüge Rede #AfD #Bundesparteitag  #Augsburg betr. #Rentenfinanzierung und #Steuern. Rente #Rentenpolitik #Sozialpolitik",negative
"@AfD_Bayern @afd_essen Deswegen möchte man für die kleinen Arbeiter die Rente abschaffen (Herr Meuthen), Kitaplätze streichen (Frau Storch), die Pendlerpauschale abschaffen weil, man sucht sich doch Wohnort und Arbeitsplatz aus, warum also lange Arbeitswege unterstützen (Frau Weidel).",negative
"@Casi1402 @Ralf_Freytag @Joerg_Meuthen @AfD Willst du News, die nix bedeuten,abonniere Dr. Meuthen.",negative
"Prof. Jörg Meuthen (AfD): ""Entweder ist es politischer Wahnsinn oder die... https://Richtige Einschätzung über die EU von Hr. Meuthen",positive
Danke #TeamAngie #Merkel #CDU #SPD #GRUENE - AfD – Prof. Dr. Jörg Meuthen: „Die Eurozone ist kaputt“ https://t.co/CCIgP9smg2 via @jouwatch,positive
"@Joerg_Meuthen Herr Meuthen, finden Sie diese infame Polemik nicht mittlerweile selbst ein bißchen lächerlich?",negative
@CSU Lieber direkt AfD wählen. @JoanaCotar @Joerg_Meuthen,positive
,positive
"AfD - Prof. Dr. Jörg Meuthen: ""Es ist Merkel-Dämmerung"" https://t.co/5Z35Q8gSt0 via @YouTube",positive
"@Joerg_Meuthen Sehr geehrter Herr Prof. Dr. Meuthen,„fahren“ im [wie auch immer geartetem] „Gleichschritt“ ist semantisch mehr als spannend. Völlig unspannend ist die Behauptung, dass 13 % eine „Bürgerpartei“ darstellen.",negative
,positive
"9.AfD Parteitag. Dr. Jörg Meuthen AfD über ANTIFA, Renten, Sozialmarkwir... https://t.co/y8mGipKn4W via @YouTube",neither
"Der #AfD -Vorsitzende Jörg #Meuthen hat Bundeskanzler Sebastian #Kurz ( #ÖVP ) als Mitstreiter für eine ""Festung Europa"" bezeichnet.https://t.co/PQIavYspVV",positive
"@Joerg_Meuthen @AfD Der Kukluxklan rezitiert Bibelverse. Das gefällt Dr. Meuthen, habe ich Recht?",negative
,negative
"@Joerg_Meuthen Ich bitte sie Herr Prof. Dr. Jörg Meuthen, was sie hier in diesem tweet verfasst haben finde ich außerordentlich rassistisch. Ich bitte sie.. sowas von einem 50 Jahre alten Mann zu hören ist echt unter aller Kanone.",negative
"@Stherkl1 @Joerg_Meuthen Stimmt, Professor Dr. @Joerg_Meuthen schläft unter der Matratze, ich gehe sehenden Auges durch diese Welt und was ich sehe, lässt mich erschaudern. Rentner müssen Flaschen sammeln, und die AfD macht allen Angst um mit falschen Sicherheitsversprechen zu Punkten.",negative
‼️‼️ UNGLAUBLICH ‼️‼️Wichtige Nachricht von @AfD-Chef Dr. Jörg Meuthen!https://t.co/lb7ZRbc5Ns,neither
#FFD365 #Aktuell - (8) Dr. Meuthen (AfD): Der Deutsche „Rechtsstaat“ weicht zurück! – YouTube https://t.co/wCWDziToub,neither
,positive
,negative
"@ZDFheute Davon träumen Fr.Weidel, Hr.GAUland, Hr.Meuthen und dieser Bernd Höcke. AfD außen blau, innen braun, wie ein Dixiklo",negative
AfD – Prof. Dr. Jörg Meuthen: “Die Eurozone ist kaputt” https://t.co/I4ClPxzlhQ https://t.co/zcqnKO34Pm,neither
"AfD - Prof. Dr. Jörg Meuthen: ""Der Euro ist keine funktionsfähige Währung"" https://t.co/W9yuzirZhH via @YouTube",positive
@Joerg_Meuthen Was soll dieses schwachsinnige Einzelbeispiel @Joerg_Meuthen ? So sind alle Flüchtlinge wollen Sie damit sagen. Niedertracht und Hass sind ein viel größeres Verbrechen dessen SIE sich hier schuldig machen. 🤮 #noafd,negative
Retweeted Prof. Dr. Jörg Meuthen (@Joerg_Meuthen):Guten Morgen 🇩🇪!Der Merkel-Seehofer-#Asylkompromiss hätte die Migration nach 🇦🇹 verstärkt! Dem hat sich Kanzler Kurz nun kategorisch verweigert.Zeit für das... https://t.co/Wp2L3vwLsw,neither
"14.06.2018 AfD Veranstaltung in Titisee-Neustadt mit Martina Böswald AfD, Prof. Dr. Jörg Meuthen https://t.co/J4Iji9BX0M",neither
,negative
"@ZDFheute Klasse und kompetente Leute in der AfDSuper argumentiert Herr Prof. Dr. Jörg Meuthen, denn sie haben alles mit nachprüfbaren Fakten untermauert! Weiter so, denn unser Land braucht die AFD! 👍😎👍",positive
,negative
".@Joerg_Meuthen zur Tagung des Rats für 🇩🇪 Rechtschreibung zur gendergerechten Sprache:❞Sollte der Rat in Wien einen Empfehlungskatalog für die Verwendung des Gendersternchens und Binnen-I  beschließen, werden wir als #AfD dagegen mobil machen.❝ℹ️ https://t.co/WfgKqgAJdF https://t.co/4UnBeiWNkJ",positive
Ich mag das @YouTube-Video: https://t.co/WeRnFtIBK0 ► AfD - Prof. Dr. Jörg Meuthen bekommt von den Grünen Applaus,positive
"Meuthen schwadroniert darüber, dass es ja besser ist, kein Rentenkonzept zu haben, als ein nicht funktionierendes. Und natürlich der Verweis auf pfandflaschensuchende Rentner. Aber hey, die AfD arbeitet an Rentenkonzepten - so richtig mit rechnen und Überstunden.",negative
"AfD - Prof. Dr. Jörg Meuthen: ""Merkel und Macron führen Europa in eine Schuldenunion"" https://t.co/6SSpNWkwKD",neither
DT Dr. Karamba Diaby: Ibrahim Falsch! Powered by Halle seit über 32 Jahren. Hab damit ein Teil d... https://t.co/OZvRat8wnn,neither
"@c_lindner Innenminister, wird Zeit für Karamba Diaby👍💪.",positive
,positive
"Ich mag das @YouTube-Video: https://t.co/LPXMHZ9556 Karamba Diaby (SPD), Bundestagsabgeordneter aus Sachsen-Anhalt - Jung &amp; Naiv:",positive
"@KarambaDiaby Hochachtung, Dr. Karamba Diaby! Ich könnte da nicht mehr ruhig bleiben, aber Sie weisen die hater immer elegant und eloquent in die Schranken!",positive
,positive
"DT Dr. Karamba Diaby: ""Ich bin zum Studieren gekommen und bin zum Leben geblieben."" - Meine erste Plenumsrede in diesem Jahr. Mehr dazu h… https://t.co/btU9vH8Oow https://t.co/2eMnUguWj6",positive
Gestern zu Besuch bei action medeor: die #SPD Bundestagsabgeordneten @KarambaDiaby und @UdoSchiefner https://t.co/g2nUdpBmSM https://t.co/QbpkKH5EXr,positive
Heftiger Brenn von Karamba Diaby https://t.co/peysQNNLSO,negative
"Neu: Dr. Karamba Diaby, Chemiker, Geoökologe und Bundestagsabgeordneter (SPD) aus Sachsen-Anhalt über seinen Werdegang, Bildungspolitik &amp; das bedingungslose Grundeinkommen https://t.co/DaSiqRdXcb @spdbt https://t.co/WMXyE4KNc1",positive
Auch in diesem Jahr ist die IGBCE Ortsgruppe Halle beim DGB Sommerfest wieder gut vertreten. Mit Dr. Karamba Diaby war neben Steffi Lemke und Dr. Petra Sitte sogar ein Mitglied unserer Ortsgruppe im Podium.... https://t.co/4nDMu05B1d,positive
"Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: https://t.co/ziQAE7h7Nc Karamba Diaby (SPD), Bundestagsabgeordneter aus",neither
"DT Dr. Karamba Diaby: ""Wir Demokrat*innen, wir Weltoffenen, wir Gutmenschen dürfen dieses Land n... https://t.co/58SoIhpFrT",neither
Karamba Diaby heute um 13 Uhr ans Zirkuszelt zu einem Solidaritätsbesuch. #klatschmohnbleibt,neither
,positive
@Karl_Lauterbach @ErnstvAll Herr Dr. Lauterbach laden sie doch mal den #Spahn zur Sprechstunde ein. Der hat zugenommen und redet was von Pflege. Muss man sich da Sorgen machen ? 👺,neither
"@Karl_Lauterbach Was halten Sie von einem Erstschlag, Dr. Lauterbach!? Röschen Ursula hat sicher das ganze Arsenal schon scharf gemacht?? Here we go!",negative
@FrankSchwabe Aufgrund des Accountbildes denke ich jedes Mal an Herrn Karl Lauterbach(#SPD) und wundere mich aufs allerhärteste was er für Themen auspackt neuerdings😎,neither
"@Karl_Lauterbach Falsch Herr Lauterbach! Geschlafen oder verdrängt haben Sie und ihre Kollegen, obwohl immer wieder auf Missstände hingewiesen wurde.Sie alle nannten das Hetze und jetzt schwimmen ihnen die Felle davon! Gewusst hat es die gesamte #Regierung inkl.der #Grünen jetzt ist MUTTI fällig!",negative
"@Karl_Lauterbach Jetzt haben wir es endlich!Karl, Du bist genial. Das ist die Mutter aller Fragen: „wozu noch Politiker?“und das von deinem Ghostwriter. 😂 klasse 👍",positive
"@Karl_Lauterbach Willkommen zurück bei ""Wer wird Millionär""! Anlässlich des Spiels #FRACRO in der #Lauterbach-Edition. 👏Die 250.000€-Frage:Auf welchem Kontinent liegt #Kroatien?",negative
@Karl_Lauterbach Da gibts nur eins Herr Lauterbach:Endlich die finale Entscheidung mit Putin suchen. Darauf läuft ihre Hetze hinaus.,negative
,negative
"@Karl_Lauterbach Karl, man kann sich alles schönreden!Aber genau deswegen, nimmt Euch keiner mehr ernst.",negative
"@WGM99607495 @Karl_Lauterbach Karl Lauterbach kann Erika Steinbach das Wasser nicht reichen. Als einer der kältesten, abschreckendsten SPD-Politiker, symbolisiert und betreibt er den Abstieg der ältesten deutschen Partei. Irgendwann heißt es dann: Im Bundestag vermisst die keiner.",negative
@Karl_Lauterbach Ist Herr Dr. Lauterbach neuerdings Kunde von Herrn Beck? Es liest sich jedenfalls so.,negative
"Ralf Stegner und Karl Lauterbach,die SPD steht vor den Wahlen,wird sie nicht langsam endlich wach,bedeutet's weitere Qualen.Danken Sie mir nicht für diese Poesie, Herr @Ralf_Stegner. Vierzeiler sind gratis, aber nicht umsonst. https://t.co/Cxdt2qcS6g",negative
,positive
Kleine Erinnerung : @spdbt @spd_fraktion_nw @MrMacsimon @GroKoNeinDanke @spdde @Karl_Lauterbach @OlafScholz @katarinabarley @baerbelbas @EvaQuadbeck @WAZ_Redaktion @WDR2 @aktuelle_stunde @ArminLaschet @DoroBaer @berlindirekt @ARD_BaB @ZDFheute @morgenmagazin @wiwo @handelsblatt https://t.co/f78zE0Jh8T,neither
"Äh, ja, wie?Welche Einheit Europas kennt Karl Lauterbach in der Flüchtlingspolitik? https://t.co/9Ypb6TEQU8",negative
"@Karl_Lauterbach Hr. Prof. Dr. Lauterbach die SPD muss die Füße GANZ still halten und das gleiche mit den Mund machen, ich sag nur ""In die Fresse"" oder ""der blöde Dobrindt"" oder Ihr gesang bei der Nahles Wahl ""Simone Lange wird nicht Schaffen"" NICHT SO GROßE TÖNE SPUCKEN",negative
"@Karl_Lauterbach So ein Politikerleben ist schon hart, wenn jetzt selbst @Karl_Lauterbach glaubt, so tun zu müssen als interessiere er sich für Fußball 🙃",negative
"@Karl_Lauterbach Wen interessierts Lauterbach?!? Kümmern Sie sich um dt. Alleinerziehende, Flaschensammler_Rentner, Niedriglöhner Sie weltfremder, bornierter Cretin!!! Wir zahlen ihre scheiss Diäten! Ergo liefern statt labern! Drecks Politiker Kaste🖕🏿🤮💩",negative
"@UlrichCommercon Gleiche Frage wie an @Karl_Lauterbach: Ist das eine Rücktrittsforderung an #Seehofer, oder traut sich die @spdde das immer noch nicht?#Masterplan",neither
"@Karl_Lauterbach Herr Prof.Dr. Lauterbach, zu Ihrer Erinnerung, wenn der bekannteste Flüchtling Edward Snowden in seine Heimat reisen würde, würde man ihn dort ermorden. Da halten Sie Ihren Mund, warum? Hier könnten Sie persönlich Zivielcourage zeigen, ohne das man ihnen mit dem Tod doht...",negative
"@Karl_Lauterbach Lieber Karl, leider nimmt euch, keiner mehr Ernst.",negative
,negative
"@Karl_Lauterbach @Dieter_Stein WAS, Herr Lauterbach, ist wichtiger im Leben, als Glück??? Ist es wichtiger, die ""richtige"" Gesinnung zu haben? Sie tun mir leid...",negative
"@Karl_Lauterbach Gib doch ein paar Beispiele für ""gute Leistungen"", Karl! Schuhe selber anziehen?",negative
"@Karl_Lauterbach Sehr geehrter Dr. Lauterbach, bei geschätzten mehr als der Hälfte der Werbung im Fernsehen ist an Ende der Hinweis auf ""Risiken und Nebenwirkungen"". Nachdem Tabak- und Alkoholwerbung verboten wurde, kann man diese Werbung für Medizinprodukte nicht auch verbieten? https://t.co/5S0AsYL4Pc",neither
"Der stv. SPD-Vorsitzende, Prof. Dr. Karl Lauterbach, sagt auf der #Landrätekonferenz, dass die Anzahl der Pflegebedürftigen in den nächsten Jahren um bis zu 100% steigen werde. Eine große Herausforderung. Die Kommunen müssen bei dieser Aufgabe finanziell unterstützt werden. ^mm https://t.co/1hJUdffUTj",positive
@Karl_Lauterbach Wenn ich doch nur einmal was lesen würde was Herr Dr. Lauterbach im Bundestag eigentlich macht.Ausser die täglichen dummen tweets.,negative
"@Karl_Lauterbach Samma Herr Lauterbach, von morgens bis abends krichich den ganzen Tach Twittermeldungen von Sie 🤔 Watt genau tun Sie eigentlich den ganzen Tach auf meine Kosten (#Steuergelder) da? Datt wärma schön, wennse auma auffe Kommentare von Ihre Follower antworten würden 👋",negative
Dr. Karl Lauterbach im Bundestag zu Glyphosat https://t.co/kOrfw9D7fH vía @permakulturBlog,neither
