sentiment	numberagreed	tweetid	tweet
neutral	3	99209	Jemand interesse an ein Sony Ericsson Satio? 1 Jahr noch Garantie... Melden ;&gt;
neutral	3	4468	Button-Lösung auf den Weg gebracht: Was haben wir alle geschimpft und kritisiert: Nicht nur bei uns gab es Kriti... ~http 
neutral	3	22391	#BigBrother Einzug. Wer schaut? #bb
negative	3	22466	Enclave90 Patricia RT @user Kann mir mal jemand bitteschön zusammenfassen; was der Scheiß mit Berlin bitte soll? #fickdichberlin
neutral	3	38673	heute zuhause bleiben oder wegfahren.. das is die große frage.. ?!! mhh.. noch unentschlossen.. mhh.. mal sehn
neutral	3	24493	KnechtPetrus´ Daily wurde gerade veröffentlicht! ~http  ▸ Titelthemen heute: @user @user
neutral	3	41159	Slogan der #NPD#SachsenAnhalt: "Gegen den Strom".Ich wäre für Koalition mit #Bremer#Linken.Die sind auch #antisemitisch und auch gegen Strom
positive	3	19959	mein Auto fährt trotz Eiseskältet!
neutral	3	9534	Vielen Dank! ab jetzt erhalten sie das Eurovisions Packet für 10;99€ pro Woche auf ihr Handy! #ardesc
neutral	3	31397	Gelb in sektor zwei
positive	3	10111	Guten Morgen Welt ;-)
negative	3	37320	Bin erst ne Woche bei Deviantart und bekomm jetzt schon Spam-Nachrichten; Yeah!
positive	3	45707	Auch ich wünsche allen hier weiterhin frohe und gesegnete Weihnachten! :)
neutral	3	17422	Fahrradfahrer aufgepasst: die Berliner Polizei kontrolliert wieder an roten Ampeln!
neutral	3	18955	Interessant; wie das Internet tief in unsere Kultur eingreift; und wie schwer sich viele damit tun: ~http 
neutral	3	39369	Führt Kriege gegen andere Stämme und gewinnt Perlen für eure Stammeskasse. Wer schafft es die Statistik mit... ~http 
neutral	3	23124	Drei Weinhoheiten und ein Geschäftsführer auf ~http
neutral	3	33855	Konzertreihe: "Jazz Metropolitano 2011" Goethe-Instititut Kolumbien präsentiert jazz colombiano ab 10. Mai... ~http 
negative	3	23296	kann ma einer mein freund werden hier ..... fühl mich nach 4 minuten immer noch so alleine :-/
neutral	3	5718	GEWINNE EXKLUSIVE COCA-COLA Light Accessoires entworfen von Karl Lagerfeld ~http
neutral	3	27988	Clicker+Leinenaggr. Video ~http 
neutral	3	12272	Eigene Icons für die Windows-Bibliotheken: Jeder in Windows 7 kennt die Bibliotheken. Um sie kommt man gar nicht... ~http 
neutral	3	99094	einer Erfahrung mit Samsung Wave?
positive	3	6076	Jahrgangsstufe 12... nur noch 2 Jahre und dann endlich vorbei... :D :D
neutral	3	5988	.@liberalextrem Die Grundlage der Wirtschaft ist dinglich und findet zwischen Menschen statt. Finanzkapital optimiert nur die Investitionen.
neutral	3	5834	Nochmal der Hinweis; am 27.09. Wahlparty in Wesel! Infos und Anmeldung hier: ~http
neutral	3	165424	Techniknews: "Office 365" - Microsoft Office Webapp im Browser - Beta startet heute; Anmeldung kostenlos ~http  @user
positive	3	8254	süße :* ich hab dich lieb und mag dich :**♥
neutral	3	33959	Versandhändler Otto will nach Brasilien expandieren ~http
neutral	3	36498	Jetzt wisst ihr Bescheid: ~http
positive	3	9718	Hallo ihr Lieben (:
positive	3	105261	Geil !!!!! Neues Samsung Galaxy S 2
neutral	3	21739	ich war noch zu klein um die lage zu begreifen.
neutral	3	2778	#Wiegenlied der Woche: "In stiller Nacht" von Christiane Oelze. Jetzt kostenlos downloaden auf ~http 
neutral	3	31698	Na dann guck ich gleich mal beim Juwelier. Ist für eine Mini-Fernbedienung.
neutral	3	24687	Alle Samstag-Ergebnisse im Amateurfußball: Viele Tore; einige Überraschungen gab es in den Samstag-Par... ~http  #Lustenau
neutral	3	27331	Überwiegend bewölkt; 17°C; Wind: 2 km/h (11:00) #Luzern
neutral	3	40504	Haha; das war wohl ein Schock für die armen Turtle Mitarbeiter; aber seht selbst: ~http 
neutral	3	210	lichtgestaltung-aachen.de
neutral	3	5632	Streiche lieber ein Jahr in deinem Leben und gestalte die nächsten 365 Tage neu.  Franz Kern
neutral	3	13166	Unsere amerikanischer Partner ~http 
neutral	3	29381	Was denn auf #MSN heute los??? ~http 
neutral	3	42559	Nachrichten Krefeld Krefeld - Niers-Express: Fünf Wochen Ersatzverkehr mit Bussen ~http 
neutral	3	5096	was soll #bchh09 überhaupt sein? Ja ich bin unwissend....
negative	3	30772	Neinnnn bitte nicht...~http 
neutral	3	43569	Das neue; sichere Formel-ADAC-Boot mit Sicherheitscockpit bei einer seiner ersten Testfahrten am vergangenen Sonntag. ~http
neutral	3	117540	Falsch er wurde durch das iPhone tracking gefunden! “@Neureutheralex: Bin Laden aufgeflogen weil er Playstation von Sony gespielt hat und.."
positive	3	25003	Der erste Tag ist rum und die Arbeit gefällt. :-) #s2
neutral	3	9385	Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Justin bieber performan... ~http
positive	3	19320	Nur noch ein paar Std ;)
positive	3	11614	Neue Frisuuuur xD und ich seh verdammt gut aus :P
neutral	3	121002	Sind die Server von Sony (zum online spielen) immer noch down; habe neulich mit nem Kollegen gespielt! Gruß Marius #Sony #Server #Frage #PS3
neutral	3	33192	Wird "2001 - Odysee im Weltraum" von Samsung gegen iPad am LG DD ins Feld geführt? ~http 
neutral	3	1322	Jasmine hat für euch vorab "Das verbotene Eden - David und Juna" gelesen und rezensiert ~http 
neutral	3	15645	Kennt jemand den Rekordläufer mit der Nr. 18019 am Berlinmarathon? #sollstarksein
neutral	3	12887	New Post:  Samsung Galaxy S Plus ab Juni in Deutschland erhältlich ~http
neutral	3	17351	else.schwarz Rechtsanwälte - #Wiesbaden | Beamte #Mobbing Bauen & Denkmal; #Umwelt; Fachanwalt Verwaltungsrecht ~http 
neutral	3	22022	"Erinnerung" heisst das neue Kunstplakat von Quarrtsiluni. Auch im Lusorium-Stream auf Flickr: ~http 
neutral	3	24446	Square Enix verschiebt ‘Final Fantasy Tactics’ weiter nach hinten ~http 
neutral	3	13950	Misikalische Früherziehung – Let's get loud! ~http 
neutral	3	33822	Der Schatz des kolumbianischen Departamentos Córdoba: Lorica - Lebensfreude am Ufer des Río Sinú - Fotogallerie: ~http 
neutral	3	24098	Die Aussichten für Morgen: Da haben wir 2-3 Follows im Norden; und 1 Retweet im Osten. Am Abend ziehen Unfollows durchs Land.
neutral	3	34775	24h #Konsum: JA zu liberaleren Öffnungszeiten der Tankstellenshops ~http 
neutral	3	15915	HEUTE 01.05.2010 danceON Reggae-Party mit green skin movement Start 21:00 Uhr Eintritt 2€ (Vereinsmitglieder frei)  ~http 
positive	3	43211	LOL ist toll! ~http
positive	3	19352	Nie mehr ohne dich-ich liebe dich :-*
positive	3	26422	Feierabend
neutral	3	23699	Jetzt Hunger.
neutral	3	16798	Aufsteiger Platz #3: babywalz Anti-Rutsch-Socken ~http 
negative	3	18272	„Warum sagst du das nicht vorher; warum erst jetzt? Was tun wir denn so schnell? ...“ Daily Dueck Aktuell ~http  via @user
neutral	3	178959	Was haben ein Smart; ein dicker Audi und ein Tischlerei-Transporter gemeinsam? Nen fetten Crash vor meinem Bürofenster. Sind alle wohlauf!
neutral	3	30737	Hier mal ein netter spruch für unsere Vegetarier..Die Schweine von Heute sind die Schnitzel von Morgen!
neutral	3	6743	Google löscht Android-Apps aus der Ferne ~http 
positive	3	35560	Frohes Neues ! ! ! Hoffentlich seit ihr alle schee nei gerutscht^^
neutral	3	105269	Hat mir jemand einen direkten Vergleich zwischen dem Samsung Galaxy s i9000 und dem LG Optimus Speed? Welches ist zu empfehlen?
neutral	3	16767	AUCH NEU! ~http 
neutral	3	7529	Lemmings auf WebOS? Sony (Rechteinhaber)  schiebt den Riegel vor! #webos #palm #pre
negative	3	16283	1;60 männlich rote haare etwas dick hasenfresse und n iq von mettwurst und ne stimme wie verona feldbusch! Die nervige aushilfe!
neutral	3	3658	Habe gerade ein Flugzeug geflogen. Also im Simulator am PC. Werde jetzt Pilot!
neutral	3	20563	NEWS von der Weltreise: Laos ~http
negative	3	11513	aber der mond..:(
neutral	3	35640	Suncase Ledertasche für Samsung Galaxy S2 ~http 
neutral	3	32990	Neue Termine für die Social-Web-Roadshow! ~http  ~http 
neutral	3	48910	Entdecke Windows 7 bei unserem "Deploy & Win" Wettbewerb; welchen wir bald gemeinsam mit Microsoft starten werden - soon @ ~http 
neutral	3	20263	Passend zur wahl am so RT @user Alles Infos zu “#servergate” – Polizei beschlagnahmt Piratenpartei-Server. ~http 
neutral	3	129005	Apple ist der neue Smartphone-König - Finnen rutschten im Quartal auf 3. Platz ab. Samsung nun Branchenzweiter. ~http 
neutral	3	66147	Technik der Zukunft ; wie sie sich Microsoft vorstellt:   ~http 
negative	3	34418	Zum #Plagiat Vorfall: Selbst der erste Absatz findet sich woander wieder. Schon dreist. ~http 
neutral	3	2781	Rheinbergers "Abendlied"; gesungen vom SWR Vokalensemble Stuttgart. Jetzt kostenlos herunterladen auf ~http 
neutral	3	18570	Microsoft - Bing und Google; der ungleiche Kampf der Suchmaschinen oder was ist los mit Bing? - ~http 
neutral	3	88351	Die Antwort für Microsoft ~http 
neutral	3	34245	Das Foto Konijnenberg Kenner-Angebot: Die Sony DSC-HX5 Kompaktkamera diese Woche für nur € 199;00: ~http
negative	3	7384	Es ist traurig;wenn sich zwei Menschen einig darüber sind;dass sie nichts mehr miteinander zu tun haben wollen.
positive	3	32125	Heute muss mal wieder ein Eintrag rein. Es ist ein geiles Gefühl wenn man auf den Knopf drückt und es 8 mal die Sek. Klack macht! Wahnsinn!
neutral	3	129835	Wiesbaden sucht einen Projektleiter im Microsoft Umfeld (m/w) ~http 
neutral	3	41568	Wenn #Weihnachtsmänner #Glüwein trinken;....~http 
neutral	3	4066	#Weihnachten #Gutscheine #Kanutour auf der #Fulda zum #Sofortausdruck bei KanutoursFulda ~http
positive	3	35494	Die Liebe ist mein Lebens-Navi
negative	3	18745	ich hasse ich hasse ich hasse ich hasse wen auch immer; am besten alle !
positive	3	21226	Endlich konnte ich meinen Schweinehund überwinden und mich an das Kleid machen... naja... ok... ich hab den Stoff zurecht geschnitten XD
neutral	3	31033	#Suche Visa für Strandshooting auf #TfP Basis. Bitte melden Please RT
positive	3	7888	Ich spiel grad Nintendo DS :D
neutral	3	19628	Wie viele Zugriffe müssen das wohl sein auf #gameone damit der Server einknickt?
neutral	3	31611	Tipp! Käthe #Kollwitz #Jubiläumsaustellung "Paris bezauberte mich" bis 30.Januar 2011 verlängert. ~http 
neutral	3	25817	Zeigt her Eure Lieblinge - Parade 7 Woche ~http 
neutral	3	16022	"Finest-Electronic-Beats" KLANGRAUM FM NÜRNBERG / FÜRTH 106;5 MHz - ERLANGEN 106;2 MHz KABEL DEUTSCHLAND 103;9 MHz - KA… ~http 
neutral	3	23867	Zehn lustige Domainnamen ~http  #domains #seitennamen #seitenadressen #humor
neutral	3	33343	Urheberrechts-Trolle in der Wikipedia ~http 
neutral	3	23441	Ich ziehe um  ~http 
neutral	3	3491	Irgendwas vom Rest? - Ja; genau! #Detailliebe #Domian
neutral	3	25789	Post von heute 06 September 2011 ~http
negative	3	14059	Nacht durchmachen; weil ich eben angefangen habe einen 5-seitigen Bericht zu schreiben; den ich morgen abgeben darf. Na das wird n Spaß -.-
neutral	3	167723	Nintendo Fans aufgepasst. Eine frische Review zum bald erscheinenden Nintendo 3DS auf loveforgames.de &lt;3
neutral	3	46320	"Der Marketing im Sinne des Marketing..." #TippfehlerThursday #fail  #Uni
neutral	3	19842	Spieltag 33 Gesamtwertung:  @user 320 Pkt. @user  318 Pkt. @user 315 Pkt.
neutral	3	154140	eBook-Reader Sony PRS-300 in verschiedenen Farben für 99;90 Euro bei Comtech ~http 
neutral	3	33999	Zitat: Sagst du’s mir; so vergesse ich es. Zeigst du’s mir; so merke ich es mir. Lässt du mich teilhaben; so verstehe ich es. (China)
positive	3	13263	Morgen gehts vielleicht nach Hamburg :)
neutral	3	22989	Nichtraucher werden; ohne Entzugserscheinungen und ohne Gewichtszunahme. Das ist möglich! ~http 
neutral	3	44296	MÜNCHEN: Psst! Heisse Ware aus dem Knast! Neu auf ~http
negative	3	25570	Frauen kann man doch echt nicht weiter trauen als man sie sieht ... schlimm sowas ...
neutral	3	29141	"@KoelnFormat: Mein #eBay account feiert 10jähriges. Und euer so?" Gute Frage; muss ich nachschauen. Gruß Frank
neutral	3	8464	Entwicklung hocheffizienter Elektroden für die großtechnische Erzeugung von Wasserstoff aus regenerativen Energien ~http 
neutral	3	36321	twittern auch leute; denen es schlecht geht? /via @user - Spannende Frage nach Qualität und Bedeutung der Sozialbeziehungen im Netz!
neutral	3	129034	Apple verklagt Samsung auch in Südkorea - Vorwurf des Ideenklaus nimmt nun internationale Dimensionen an. ~http 
neutral	3	25941	Heute Abend kommen etliche seltene Mikrofone auf den Reprotisch! #Robinsound
neutral	3	73310	Premiere: 1. Verkaufsspiel in Wien. Start 16:00 Uhr im Hilton Plaza ~http
neutral	3	34726	.@svp_wahlen_2011 Wahlversprechen hier unterzeichnen ~http  "SVP ... fordert echte Entlastungen für Wirtschaft & Konsumenten"
positive	3	30184	Guten morgen. Endlich mal ein guter start in start in den tag.
neutral	3	24248	Verkaufe einen Nintendo DS lite cobalt Blue mit cyclo ds Evolution für 200€ VB.(4 Monate alt)  ~http
negative	3	13149	Ach hab ich lust heute :___:
neutral	3	167727	Seid ihr am Nintendo 3DS interessiert? Morgen wird ein Artikel über den neuen Handheld veröffentlicht. Seid gespannt!
positive	3	42902	Ach was für ein schönes Video ~http 
neutral	3	82685	[Gerücht] Microsoft zeigt Windows 8 auf Samsung-Tablet: Schon in wenigen Tagen (am 13. September) will Microsoft... ~http 
negative	3	40023	Yahoo-Chefin per Telefon gekündigt. Hm ... dass dazu nicht das Internet genutzt wurde; zeigt Yahoos Niedergang ganz deutlich ...
positive	3	11511	soo...um circa 10 uhr muss ich erst am bahnhof sein und kann demnach noch was chillen...:D
positive	3	45250	gleich essen gehen; und dann ab nach frankfurt und von dort aus nach griechenland :)
neutral	3	8460	Audi balanced mobility - mit Wind erzeugtes e-Gas soll Audi antreiben ~http 
neutral	3	7992	Twitter - lange vernachlässigt; aber es war einfach so viel privates los *G* ... Trotzdem viel gelesen in der Zeit siehe Blog ;)
neutral	3	39832	+1;5 wodka!!!!!! Männer vergessen einfach alles!!!!
neutral	3	7297	Ich bin gerade ~http  beigetreten mit 3 anderen Leuten und 2 auf Kamera.
neutral	3	37779	Die #Piraten Friedenau werden auf dem Cranachstrassenfest vertreten sein; am Samstag; 21.05. ab 14 Uhr
neutral	3	14853	Am Sonntag trifft sich um halb zwei der Arbeitskreis Öffentlichkeit wegen der Erneuerung der KjG Homepage und danach die PL =)
neutral	3	78308	Liveshopping: adidas schuh bei Hervis statt € 90 um € 60; zu finden auf ORF.at (rechts); gratis versand
positive	3	12656	Super Wetter! Heute abend gleich mal noch ins #Freibad nach #Nagold ins kühle Nass!!!
na	2	16534	Schade; dass du gehst. Es war so schön; bevor du kamst.
neutral	2	15084	Kaum gibzsnixim fernsehn sind alle online
negative	2	43318	Biathlon ist ja schön und gut aber hier zu rumzuschreien naja vllt sollte meine mutter mal zur waffe greifen
positive	2	34464	nächstes jahr schicken wir mannymark und die atzen da hin dann kommt mal etwas krassere stimmung auf :D   #ardesc   #esc
na	2	45109	Ice Age 3 war echt lustig. jetzt muss ich erstmal koffer packen weil es nach hause geht
neutral	2	32856	Sicherheitslücke auf Webserver der Schufa - heise online ~http   ´Saustall´ auch hier!
neutral	2	35470	GERADE SITZEN!
neutral	2	120606	für jeweils 800 Microsoft Points frei kaufen?! O_o
neutral	2	32638	‎"Immer mehr Senioren verschwinden spurlos im Internet; weil sie ALT + ENTFERNEN gedrückt haben"
neutral	2	19006	Kein #Wunder; dass die #Pilotenkoffer #Ladenhüter bei #ALDI sind. Sie sind unvollständig; denn es fehlen die #Piloten im #Koffer.
neutral	2	4587	Donnerstag: Alle Websites sind wieder online. Probleme (hausgemachter Art) sind beseitigt.
neutral	2	11450	Vergesst den Social Media ROI!  ~http 
neutral	2	22804	in chronologischer reihenfolge; billy talent; deichbrand festival; blink 182; volbeat. bam. fuck you!
positive	2	37095	es ist unglaublich ich habe Mathe gelernt... schon fast erschreckend
negative	2	31741	Blaulichtsteuer; Bräunungssteuer ... unglaublich; wie einfallsreich man in Deutschland ist! Immerhin darf man noch steuerfrei kacken
negative	2	14026	Welche Katastrophe? @user Drei Jahre hattet ihr Zeit um solch eine Katastrophe nicht zu veranstalten. Peinliche Nummer! @user
positive	2	37060	Warum beklagen sich eigentlich alle über den Herbst? Von wegen schlechtes Wetter und so. Ich liebe den Herbst. Ist die schönste Jahreszeit.
positive	2	9915	Dann haben mir heute B-War mit Jugendstiel für das SESS zugesagt...ich freue mich riesig!
na	2	19746	Mein Gott... der volle Kontrast zum #Wetter Gestern.. Zwar Nass aber nicht all zu kalt.......
neutral	2	30665	Ein schöner Praxisbericht über den Sinn von Controlling auch für kleine Betriebe:... ~http 
neutral	2	31911	Nachdem es ja bei Gomez mit der Rechnung Gomez Avatar rein; Gomez Tore funkte; jetzt neuer Anlauf: Ama Avatar; Ama Tore; Klassenerhalt #SGE
positive	2	43079	ralf gib alles:D
neutral	2	34357	Was bitte schön ist das??? ~http 
negative	2	3917	Also plume ist im Moment echt nicht zu gebrauchen... #SlowAsAss
negative	2	36786	offenbar gefällt es petrus; mich dabei zu beobachten; wie ich alle 43 minuten den wäscheständer rein/raus trage.
positive	2	9550	der Deniz ist cool folgt ihn denizkoekden #ardesc
positive	2	2342	Bin auf 'ner Party. Überall Chips und so ^^
neutral	2	34181	Ich fühl mich hilflos - bleibe stumm Sarkasmus wäre jetzt nur dumm.... #Japan #AKW
neutral	2	46862	Du kennst Thienelt Echte Kroatzbeere nur aus Erzählungen? Dann wird es aber Zeit; dass auch du Thienelt Echte... ~http 
positive	2	18697	haut jetzt mit Ida Corres ordentlich auf die Scheiße ; muss mal wieder; ein hoch auf die Mäünner !!!!
negative	2	20410	Boah; ich glaub ich esse diese Woche kein Fleisch mehr :( läßt stark nachdenken #deutschland isst #ARD
neutral	2	42593	#1: Samsung EB-K1A2BEBEGSTD Akku mit Gehäuserückseite für Galaxy S II: Samsung EB-K1A2BEBEGSTD Akku mit Gehäuser... ~http 
negative	2	44151	Ich werde den Blick senken; wenn #Schavan im Sommer #Nacktscanner präsentiert... wäre das nicht eher ein Modeljob? ~http
negative	2	3355	Nix im Stiefel .... hätte ihn wohl doch vor die Tür stellen sollen.
positive	2	28031	So.4 Tage studio mit der Band sind rum. Anstrengend wars. Aber sau geil. Wer ist der beste rapper in town. Koby. Grins
neutral	2	13445	Ich mag ein YouTube-Video. -- Fiesta Online - Gildentreffen Anfang April 2010 ~http
negative	2	5059	k 3 Herzinfarkte oder so. Man man man #Bayer macht mich fertig :/
neutral	2	43267	%VIVE TWITTER ~http 
positive	2	43320	Auch wenn ich wüsste; dass morgen die Welt zugrunde geht; würde ich heute noch einen Apfelbaum pflanzen.
positive	2	8020	Eben über n neues Buch gewundert Toll was die sich einfallen lassen ~http 
positive	2	29593	Wow; was für ein hübsches #Läufergadget! Die #Sport Watch von Nike misst irgendwie alles & besitzt noch ein TomTom-GPS: ~http 
neutral	2	19854	Herzlichen Glückwunsch Borussia Dortmund. Wir sehen uns nächstes Jahr auf diesem Kanal wieder ;)
neutral	2	22693	Spruch der Woche: Nichts ist entspannender; als das anzunehmen; was kommt. (Dalai Lama)
neutral	2	28813	Der Mohr hat seine Schuldigkeit getan: Olaf Ernst verlässt Springer: ~http
neutral	2	29741	Guten Abend!
neutral	2	12335	sooooooooooo! die kleine lisa geht jetzt auch schlafen! gute naaaaaacht!!! =)))
negative	2	2145	"Du bist weg von mir und somit bleibt mir nichts."
neutral	2	4488	Internetauftritt von Bordell untersagt: Die rheinland-pfälzische Landeszentrale für Medien und Kommunikation (LM... ~http 
positive	2	29419	Derbe viel erledigt heute... jetzt noch ein Stündchen Sonne am Park Fiction!
neutral	2	21187	Guten Morgen liebe Twitterer
positive	2	12385	Der Herbst ist eine schöne Jahreszeit; einer meiner Liebsten ^^. Ich mag diese regnerische;nebligen Tage. #fall
neutral	2	45497	irgendwann schlag ich se ey xD
neutral	2	37616	Leider nur für US-Bürger: Bitcoin Print Lab ~http  (via @user)
negative	2	44993	omg xD warten is unmöglich!!
positive	2	24771	LIVE !!! MORGEN!! SAMSTAG WIRD EIN HAMMER!! AB UM 10 IM FUCHS UND ELSTER!! AB UM 2 IN DER WILDEN RENATE!! NICH VERPASSEN!! LUSTNLOVELOVESYOU
negative	2	2151	Wer das liest ist blöd.
neutral	2	2947	ich möchte nach österreich. jetzt..
neutral	2	35388	Italien; die Währung hier hab ich gehört; sind Lehrer. Habe 4 an Board; hoffe; das reicht
neutral	2	28799	#guttbye; irgendwie fehlt jetzt was...; ach was; jetzt weiter mit Gaddafi und wie sie noch alle heißen...
neutral	2	17818	Positives Wort des Tages "ANREGEND"; mehr unter ~http 
positive	2	39533	NurNoch6Tage 14Tage #Filme;#GamesAusleihen ~http  Habe ich selbst gemacht;ohneKosten;voll toll! ~http 
positive	2	26609	Leute! Ist hier oben ein Platz. Mein Gehege war schon klein.
negative	2	11075	Verrückt. Wie manche Droge einen zerstören kann. ~http  #drogen #fotografie
neutral	2	41627	Will gerade mit dem zeitraffer anfangen finde aber meinen Stativkopf nicht.
negative	2	9893	jetzt ist gerade wieder ne down phase..stress mit den eltern; also ich meine wer hat das nicht..ne? Aber irgendwann wirds zu viel..ganz klar
positive	2	15138	Und ich arbeite weiter und weiter an meine Website. Ich bin schon recht zufrieden mit ihr; das Farbschema ist jetzt auch ganz ok.
negative	2	23806	volle Kanne durch mdl.Prüfung gefallen. Kein Sprachfluß. Hallo; schomal was von Stausee gehört?
neutral	2	21060	jetzt aber schnell @user Jahresvorrat zu gewinnen! Werde Fan auf Facebook und nimm teil! #kusmi1year ~http 
neutral	2	22603	ich lebe angeblich in einer parallelgesellschaft. "jetzt lass die soziale randgruppe in ruhe"
negative	2	37429	Der alte Wildeshauser Bahnhof muss langsam renoviert werden  @ Bahnhof Wildeshausen ~http 
positive	2	39679	Wochenende war produktiv! Neben diesen beiden 15kg+ fischen konnte ich noch 3 weiter carp´s bis 12kg auf der haben... ~http 
neutral	2	45554	#DieWahreTabelle: ~http  | Rückrunde & Form: ~http  \☺/ #AusschneidenUndEinrahmen \☺/ #Bundesliga #FCN
neutral	2	30765	Was lernen wir aus der Sache mit MS uns Skype..! keine Macht  Microsoft und Appel lernt mit Alternative Betriebssysteme umzugehen
negative	2	19841	Petrow wird hoffentlich bestraft. Auch wenn das Schumi nicht viel nutzt.
neutral	2	3088	Yippiyayee! Über 2.000 (!) Restaurants bei Lieferheld! ~http 
negative	2	27038	"freitags kein fleisch? was essen die dann? glühbirnen??"#simpsons #katholikenspinnen
neutral	2	26929	Firwat schwätze de klenge Schmittchen eigentlech franseisch mat der Police? Kann heen eis Sprooch net?
positive	2	16211	Vorteil vom Home Office: Bei Web Seminaren Bier trinken...
positive	2	26108	Ich hab getanzt; ich hab geweint; ich hab geschrien vor Glück.
positive	2	10969	von unten nach oben; aus dem dreck ans licht; der löwe der strasse; wie phoenix aus der asche; ich flieg!
negative	2	26172	Rockin Heaven is ein soooooooo geiler Manga &gt;__&lt; leider wirds neu aufgelegt und kann den Manga nicht lesen; also heißt es via Mangafox lesen
positive	2	16671	zorolo verlost einen Samsung 3D-Fernseher; weil @user (~http  weiß; was Fans glücklich macht!
negative	2	7625	Meine Selbstgespräche machen irgendwie nicht so viel Spaß; wenn Mama mit im Zimmer sitzt und mir antwortet.
positive	2	9541	Lena hat mich geflashed &lt;3 #ardesc
neutral	2	14723	Die angenehm zarte Reinigungsmilch ist wieder da: ~http
negative	2	18368	Der/Das Blog. Hauptsache; man hat mal drüber gebloggt. Und nat zuhauf kommentiert ~http  /v mehrwertzone cc @user ;-)
neutral	2	41904	So!Ich hab zwar gestern nix verstanden...aber naja los gehts ab in den neuen Tag!
neutral	2	30362	Als Schalker kennt man diese Situation wenigstens schon #ger #s04
neutral	2	491	Buchtip des Tages: Alan Baklayan:"Parasiten-Die verborgene Ursache vieler Erkrankungen" sehr lesenswert!
neutral	2	5418	Kauder versucht jetzt gerade Märchen zu erzählen. #CDU
positive	2	972	Ich mag ein YouTube-Video. -- Rauchbombe :D ~http 
neutral	2	177057	Sommerschüchen!!! (@ Audi Zentrum München) ~http 
positive	2	45182	Yippieh - jetzt zur Aftershow!!:)
negative	2	27254	Abmahn Abzocker immer dreister: Lizensgebühr für "ABI" ~http 
positive	2	25571	Endlich Schnuppi ist wieder da und ich kann mit ihr schreiben
neutral	2	6555	Baretto verschießt.
positive	2	2858	Also so gings mir bei 24 Stunden fahrt gut ! ~http 
positive	2	3781	Wie die Zeit vergeht; wenn man Spaß hat.
neutral	2	25484	/  \   /    \  /       \ /_____\ |          | |        _| |____|_|  Nur bedingt zu empfehlen: @user  #ff
negative	2	26605	Ich war gestern frech und muss heute vorsprechen beim Chef.
neutral	2	38610	M4 hatten einen erfolgreichen Tag bei CiTi TV Saarbrücken und Radio Pirmasen! Morgen mit Monrose bei Stars on Stage in Pirmasens; 21.00 Uhr!
neutral	2	80956	Ich rede mit meinen Auto wie David Hasselhoff; doch mein Audi A6 will mir nicht helfen! ;D
negative	2	36871	So genannte Ehrlichkeit ist manchmal nur versteckte Grobheit.
neutral	2	14655	WM Südafrika 2010 - Wer möchte hin?Registriere Dich jetzt und nimm exklusiv am WM Gewinnspiel teil!~http
neutral	2	2680	Heute Nacht in Liebstedt nem funkelnagelneuem Audi A4 alle 4 Reifen geklaut und Auto aufgebockt.Von wegen Ruhe aufm Dorf..
negative	2	13015	dass du keine andern Sorgen hast; @user :)
neutral	2	17552	Drei Bazillen einer Frau unterhalten ~http  die Erste: Ich leb im Mund; da kommt jeden Tag zweimal ...~http 
positive	2	17835	Unser kleiner Engel (Bendicta) freut sich TÄGLICH auf Eure Stimmen beim Fotowettbewerb. Danke ~http 
neutral	2	2255	Psst... noch nicht weiter erzählen. ~http  ~http 
positive	2	3932	sprint! ich will das sprintfinale der männer endlich sehen!!
positive	2	1461	Hurra das Ebook zu "Lügenwahrheit" ; dem Mobbing-Krimi ist da: ~http 
neutral	2	15471	"Arbeitswoche" - der Wort gewordene Schlag in die Magengrube.
neutral	2	153103	Ich will sportlich glatte Beine und bei @user die Nintendo Wii und den Braun Silk-épil 7 Dual #gewinnen!
positive	2	36818	#SDP - Kontrastprogramm am 10.12. Wird des Fett!
negative	2	33114	Wirtschaftsminister Rainer Brüderle kann von mir aus nach Fukushima auswandern. Ist ja nicht so schlimm da….
neutral	2	28275	Die schönsten Ideen zum Garnieren & Verzieren für jeden Anlass - von . - Naumann Und Goebel. ~http 
positive	2	12377	Was habe ich heute gelernt: Wie meine Kipp-Funktion an meinem Schreibtischstuhl an mache. XD
negative	2	15353	Immernoch auf Callejon warten xD
positive	2	1171	Erster Tweet vom Samsung Wave :D
neutral	2	17619	Bin wieder zurück aus Hamburg City! :)
neutral	2	39422	Wenn auf dem Microsoft Stand irgendwo Stau ist; dann vor dem Office Kino. Carolin hat sich für unsere nächste Folge... ~http 
positive	2	23205	Judtih Merchant ist jetzt angereist und von ihrer Krimisuite ganz hin - und - weg! Unsere Gäste sind schon ganz... ~http 
negative	2	10402	guckt grad den schlechtesten animierten film EVER :D :D
neutral	2	122646	Filmliebhaber aufgepasst! Nike versteigert McFly's Schuhwerk in Neuauflage für einen guten Zweck! ~http
neutral	2	118037	Was ist Microsoft Works? Ein Widerspruch!
neutral	2	43462	So; war ganz schön erschöpft - jetzt: Mein dritter Tweet!!!
neutral	2	9380	So; ich geh jetzt wählen! =) Wen wird nicht verraten =)
negative	2	42012	aarrrghhh...ich seh nur noch kartons und müllsäcke...rettet mich!
